comparison,seeds,n_seed_image_pairs,mcnemar_b01_baseline_wrong_full_correct,mcnemar_b10_baseline_correct_full_wrong,mcnemar_discordant,mcnemar_p_two_sided_exact,delta_top1,delta_top1_ci_low,delta_top1_ci_high,delta_top5,delta_top5_ci_low,delta_top5_ci_high,delta_macro_f1,delta_macro_f1_ci_low,delta_macro_f1_ci_high,delta_weighted_f1,delta_weighted_f1_ci_low,delta_weighted_f1_ci_high,wilcoxon_W,wilcoxon_p_greater,wilcoxon_mean_delta_f1,wilcoxon_positive_classes,wilcoxon_negative_classes,wilcoxon_zero_classes
Full model vs Baseline,"1,25,42,50,100",104715,4112,3430,7542,4.266461212386511e-15,0.006512916010122716,0.004907845103375818,0.008174807811679237,0.00021964379506278497,-0.00046793678078593803,0.0009074631141670079,0.002850291593681331,0.000485446058391073,0.0053981797913228245,0.005970658653406957,0.004358578695717985,0.007664574247922598,16722.5,0.0178031835440632,0.0030940654087561266,129,111,1
