class_id,class_label,support,baseline_precision,baseline_recall,baseline_f1,full_precision,full_recall,full_f1,delta_f1,baseline_main_confused_with,baseline_main_confusion_count,full_main_confused_with,full_main_confusion_count
77,077,131,0.8273381294964028,0.8778625954198473,0.8518518518518519,0.7986111111111112,0.8778625954198473,0.8363636363636363,-0.015488215488215551,137,4,137,5
78,078,37,0.6551724137931034,0.5135135135135135,0.5757575757575758,0.6666666666666666,0.4864864864864865,0.5625,-0.013257575757575801,161,7,161,7
79,079,131,0.9538461538461539,0.9465648854961832,0.9501915708812262,0.976,0.9312977099236641,0.953125,0.0029334291187738115,58,2,77,2
80,080,86,0.7702702702702703,0.6627906976744186,0.7124999999999999,0.7763157894736842,0.686046511627907,0.7283950617283951,0.015895061728395166,187,10,81,12
81,081,131,0.816,0.7786259541984732,0.7968749999999999,0.7969924812030075,0.8091603053435115,0.803030303030303,0.006155303030303094,80,8,80,6
82,082,89,0.7283950617283951,0.6629213483146067,0.6941176470588235,0.7349397590361446,0.6853932584269663,0.7093023255813955,0.015184678522571993,96,10,96,8
83,083,71,0.8904109589041096,0.9154929577464789,0.9027777777777778,0.9166666666666666,0.9295774647887324,0.9230769230769231,0.020299145299145338,227,3,227,2
84,084,131,0.8114754098360656,0.7557251908396947,0.782608695652174,0.8306451612903226,0.7862595419847328,0.807843137254902,0.02523444160272803,90,15,90,17
85,085,38,0.8275862068965517,0.631578947368421,0.716417910447761,0.8571428571428571,0.7894736842105263,0.8219178082191781,0.1054998977714171,15,7,15,5
86,086,131,0.9393939393939394,0.9465648854961832,0.9429657794676807,0.9606299212598425,0.9312977099236641,0.945736434108527,0.0027706546408463595,112,3,112,3
87,087,131,0.8731343283582089,0.8931297709923665,0.8830188679245283,0.9015151515151515,0.9083969465648855,0.9049429657794676,0.021924097854939317,89,6,89,8
88,088,55,0.8833333333333333,0.9636363636363636,0.9217391304347826,0.9137931034482759,0.9636363636363636,0.9380530973451328,0.01631396691035014,114,1,114,1
89,089,131,0.8947368421052632,0.9083969465648855,0.9015151515151515,0.8740740740740741,0.9007633587786259,0.8872180451127819,-0.014297106402369586,87,8,87,7
90,090,139,0.7092198581560284,0.7194244604316546,0.7142857142857142,0.6973684210526315,0.762589928057554,0.7285223367697595,0.014236622484045336,84,15,84,13
91,091,117,0.991304347826087,0.9743589743589743,0.9827586206896551,1.0,0.9829059829059829,0.9913793103448275,0.008620689655172376,2,1,60,1
92,092,131,0.984375,0.9618320610687023,0.9729729729729729,0.9692307692307692,0.9618320610687023,0.9655172413793103,-0.00745573159366264,73,1,32,1
93,093,131,0.7762237762237763,0.8473282442748091,0.8102189781021899,0.7777777777777778,0.8015267175572519,0.7894736842105262,-0.020745293891663685,8,5,37,6
94,094,131,0.9051094890510949,0.9465648854961832,0.9253731343283582,0.8723404255319149,0.9389312977099237,0.9044117647058824,-0.020961369622475856,77,2,77,2
95,095,123,0.8288288288288288,0.7479674796747967,0.7863247863247862,0.8017241379310345,0.7560975609756098,0.7782426778242678,-0.008082108500518381,73,3,73,3
96,096,131,0.7786885245901639,0.7251908396946565,0.7509881422924901,0.7916666666666666,0.7251908396946565,0.756972111553785,0.0059839692612948525,90,8,90,10
97,097,131,0.841726618705036,0.8931297709923665,0.8666666666666667,0.8163265306122449,0.916030534351145,0.8633093525179856,-0.003357314148681123,98,6,98,6
98,098,83,0.6309523809523809,0.6385542168674698,0.6347305389221557,0.6428571428571429,0.6506024096385542,0.6467065868263473,0.0119760479041916,97,11,97,11
99,099,97,0.9010989010989011,0.845360824742268,0.8723404255319148,0.8631578947368421,0.845360824742268,0.8541666666666666,-0.01817375886524819,52,6,52,7
100,100,64,0.819672131147541,0.78125,0.8,0.8360655737704918,0.796875,0.816,0.015999999999999903,98,4,98,4
101,101,90,0.9565217391304348,0.9777777777777777,0.967032967032967,0.956989247311828,0.9888888888888889,0.9726775956284154,0.005644628595448342,85,1,85,1
102,102,39,0.6764705882352942,0.5897435897435898,0.6301369863013699,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.01088865472427114,104,7,104,7
103,103,69,0.8939393939393939,0.855072463768116,0.8740740740740741,0.9253731343283582,0.8985507246376812,0.9117647058823529,0.03769063180827881,102,3,102,2
104,104,74,0.8082191780821918,0.7972972972972973,0.802721088435374,0.8028169014084507,0.7702702702702703,0.7862068965517242,-0.016514191883649887,102,6,102,8
105,105,88,0.9130434782608695,0.9545454545454546,0.9333333333333332,0.9032258064516129,0.9545454545454546,0.9281767955801105,-0.0051565377532227785,60,1,6,1
106,106,131,0.9375,0.916030534351145,0.9266409266409266,0.9172932330827067,0.9312977099236641,0.9242424242424241,-0.002398502398502478,112,9,112,6
